Descriptores,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017<R>,2018<P>
Variación porcentual anual del índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Chiapas<C1>,NA,4.591210980462,6.835071351191,5.962016714348,5.582442200393,5.007374319306,5.213984643756,3.865147484894,5.409071097852,4.660370101499,3.507384276084,4.951900011928,5.370581743512,4.223313735009,3.948927541256,3.588080823245
Variación porcentual anual del índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Chihuahua<C1>,NA,5.98924964629,5.741872951145,4.463859064288,5.095681524246,4.90506461697,4.589295307342,3.859253405481,3.513273489214,3.64001203871,2.201866103204,2.351409028166,3.21493654427,4.556034672669,5.312111187023,4.059238652416
Variación porcentual anual del índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Ciudad de México<C1>,NA,5.303638834238,7.299738910977,3.932523618106,5.234613525909,4.334234045482,5.230137606898,2.969087174402,3.53946766072,2.497339485525,2.734763217812,2.238501607623,1.384174820335,3.060912438124,3.960604850754,3.587870827594
Variación porcentual anual del índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Durango<C1>,NA,5.779959816941,6.947238991634,5.46923830012,5.980611431988,7.616715591136,4.459517088906,3.793407120084,5.583754596409,5.159082277625,2.685491421829,3.235863306468,5.478038037061,5.020065895991,6.039941679039,3.301848342427
Variación porcentual anual del índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Guanajuato<C1>,NA,6.59963115027,6.530238625849,5.551944762379,5.402433845119,5.874619133052,3.666065112114,2.883057333788,5.17670094147,4.42439325424,2.731749529835,3.22890634855,3.725268640553,4.832502429595,6.344320601019,5.145646763187
Variación porcentual anual del índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Guerrero<C1>,NA,6.462357354442,4.988095548096,5.162942785437,5.870982574695,5.476449665022,4.343558135286,3.880592568932,4.691358216679,5.715558583645,3.068621610156,3.459899111487,5.230533489734,3.783154633542,4.432878152753,4.323416901733
Variación porcentual anual del índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Hidalgo<C1>,NA,8.153421618184,8.732629342096,6.391865788097,7.659127929714,6.58955884902,6.178396025606,4.015190231625,4.25383004667,5.324256068536,3.423900770656,3.554015548778,4.533634502403,4.153987985334,5.879455801098,5.441966321389
Variación porcentual anual del índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Jalisco<C1>,NA,6.264045386986,6.960480298278,4.390412776536,5.999389728663,6.027365130457,4.680464865057,4.279366014606,4.246693996747,4.16359646362,2.768664757278,3.536535975179,4.001436350752,6.057949052649,5.184511765446,4.29648409428
Variación porcentual anual del índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|México<C1>,NA,6.609839662116,5.954914094293,4.120359306447,5.269980687568,6.456675781058,3.804654570841,3.977293815256,4.833390270125,4.216158805787,2.92212081198,3.814574025118,4.080189411512,3.949397050056,4.057283490976,4.185186910236
Variación porcentual anual del índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Michoacán de Ocampo<C1>,NA,6.236530252456,7.120826117565,4.474666897403,5.704985670426,6.143326447477,6.040874778117,3.41488183743,6.347701093676,4.585194548943,2.915343763518,4.220999299536,3.807936802323,4.430296498315,6.910116982139,4.75824739773
Variación porcentual anual del índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Morelos<C1>,NA,5.362311126486,5.614114105875,3.095389615087,4.954769357576,3.493360006057,3.14955191547,2.972655396659,4.032127547534,3.978686194717,2.8573178478,2.319911596677,2.71004095524,3.755136240084,4.791898736514,2.926811513607
Variación porcentual anual del índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Nayarit<C1>,NA,5.34596165894,6.763148989572,4.066917848535,5.464451008809,6.38839395789,4.663349886347,4.751084121866,5.559063498245,3.284731826257,2.952747490803,2.977585381998,4.68856547114,4.77235715261,5.939712494237,4.280108044956
Variación porcentual anual del índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Nuevo León<C1>,NA,5.668640836122,6.25929642415,3.849405925187,5.259225201329,4.501934424794,6.231451941377,2.150989905045,3.344216351245,3.212430911921,1.245440750074,2.195243948711,2.319189948537,4.395607798208,3.725701127689,4.252970181483
Variación porcentual anual del índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Oaxaca<C1>,NA,5.705340711361,5.522180198128,5.736563329399,5.309950764675,6.617429911881,4.418305212921,4.084477725155,5.236993660122,4.591185795167,2.939231782927,2.907898953125,2.92926756578,4.365191585021,5.017985808119,3.479782549509
Variación porcentual anual del índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Puebla<C1>,NA,6.193201069715,7.593580519044,5.03430123147,5.506374798348,7.707876915636,3.736950966953,2.800289393988,5.862157168497,4.098759399072,2.337835591388,2.537956258229,4.009804423826,3.146811119145,4.243825635311,3.00837098391
Variación porcentual anual del índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Querétaro<C1>,NA,6.930425089785,7.733894456543,5.742238289127,5.043054559205,6.917998400325,4.92098402175,3.978104243554,4.793473483566,3.691701314899,2.423938469483,1.946914686479,3.897841308575,6.437131459511,4.350686034287,4.295853601531
Variación porcentual anual del índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Quintana Roo<C1>,NA,4.458653651266,3.569318867862,4.754363889422,3.507943853544,4.365926897908,4.798254927649,2.262541629456,1.545058477794,5.120213635305,1.042995064354,5.419270419425,3.496497437738,5.077239861087,3.163610062201,1.842521813402
Variación porcentual anual del índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|San Luis Potosí<C1>,NA,6.876569351978,6.303378660766,5.862058662201,5.293869463765,5.687051469304,4.586209559538,3.510006856655,4.708255992121,4.426592339569,2.652907013947,3.065992655645,3.837738555394,3.019770307279,5.148004263209,4.895649851054
Variación porcentual anual del índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Sinaloa<C1>,NA,7.18226939056,6.866416565016,4.809357404004,5.693707960564,7.670010189365,4.975604481587,3.89840861933,4.247065980836,4.384244020001,1.556638780884,2.469916607323,3.536090828171,4.622165143661,5.041358870287,3.474261651143
Variación porcentual anual del índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Sonora<C1>,NA,5.839071052617,5.849969029501,4.697168397999,5.928625059218,5.700276681508,3.987176041362,2.645545336473,3.917446981995,3.662420708825,2.766175635707,2.374878427121,3.417740484223,5.551181404261,3.70212103278,4.457418218676
Variación porcentual anual del índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Tabasco<C1>,NA,7.325337845655,7.090429553296,4.678549444069,6.156935577096,6.704406428241,5.186108488029,4.437403521107,4.954010557054,4.586982866612,2.747774423626,5.261179033571,3.80197407683,4.992174902014,3.714266284036,3.993395733962
Variación porcentual anual del índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Tamaulipas<C1>,NA,4.67019192703,5.056033971227,5.25383668978,4.584516795354,5.701202463792,3.77342699018,3.822596126478,4.166684682766,3.066474215295,3.394119127007,1.928059882764,1.764328467059,5.361086798682,6.01917595371,2.898047188609
Variación porcentual anual del índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Tlaxcala<C1>,NA,7.181401716334,6.292572503354,4.616254068293,5.256084774324,6.719777123029,4.541533516073,4.550536073614,6.125136331939,4.763017231485,3.634809244634,5.111096511306,3.948812963936,3.919651605575,5.549341537203,4.912318004338
Variación porcentual anual del índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Veracruz de Ignacio de la Llave<C1>,NA,7.221522333129,6.737506447674,6.471601706804,5.595887858322,6.562765537796,6.005607918985,4.74955673789,4.934921555934,4.616079157182,3.127658202753,3.740691533944,4.83066899362,4.665710876448,3.871603074145,3.906753726794
Variación porcentual anual del índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Yucatán<C1>,NA,5.983685844637,7.060445051092,5.396585434748,6.1958987338,6.248701252259,5.026369217644,3.712555904594,4.159181066807,4.509968057486,2.39267563897,3.60623166386,3.706948418804,3.906307912477,4.065802864868,4.105036724459
Variación porcentual anual del índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Zacatecas<C1>,NA,5.720328794885,6.347072766954,4.344940507674,5.390114169611,6.040747315707,3.763590378572,3.674450985197,5.542726883674,4.753841028655,2.247943948483,3.537217361991,5.017768225873,3.079470688396,5.336591179307,4.278971060886
